,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31
revenue,949.828,941.293,858.435,870.106,784.535,752.157,640.799,651.634,578.165,544.135,714.718,458.706,413.783,431.608,398.08,417.935,309.816,166.076,138.509,144.556,178.987,138.421,118.451,351.157,221.7,310.75,328.368,333.994,336.006,418.305,438.737,563.34,659.2,114.424,73.662,65.524,23.795,31.622,22.429,33.889,24.957,19.064,23.979,32.811,31.609,69.409,41.675,50.992,41.014,38.196,68.81,94.254,53.289,29.726,39.087,63.756,36.207,32.321,28.606
cost-goods-sold,131.914,135.74,95.092,122.289,111.255,104.382,71.613,84.052,72.874,71.205,46.988,60.482,54.077,45.252,50.649,63.385,31.96,16.86,12.307,14.027,14.184,17.3,15.476,22.264,27.339,37.931,42.743,87.715,38.536,114.423,39.211,30.127,38.406,9.306,2.666,3.049,3.228,3.086,3.367,3.647,3.712,3.267,3.576,4.215,4.194,3.701,3.576,3.672,3.562,3.401,3.269,3.177,3.113,2.885,2.995,2.783,2.796,2.489,2.03
gross-profit,817.914,805.553,763.343,747.817,673.28,647.775,569.186,567.582,505.291,472.93,667.73,398.224,359.706,386.356,347.431,354.55,277.856,149.216,126.202,130.529,164.803,121.121,102.975,328.893,194.361,272.819,285.625,246.279,297.47,303.882,399.526,533.213,620.794,105.118,70.996,62.475,20.567,28.536,19.062,30.242,21.245,15.797,20.403,28.596,27.415,65.708,38.099,47.32,37.452,34.795,65.541,91.077,50.176,26.841,36.092,60.973,33.411,29.832,26.576
research-development-expenses,555.948,379.091,339.49,437.881,330.51,337.532,310.553,306.664,454.947,289.451,273.563,248.452,272.37,271.008,255.86,310.181,246.284,223.858,215.599,201.463,190.939,224.487,238.617,222.1049,219.442,222.455,218.095,172.829,200.161,196.544,196.371,186.438,189.052,173.604,158.612,168.888,170.434,155.082,143.012,135.23,132.132,139.331,143.581,139.338,131.728,129.573,116.273,121.513,128.949,136.187,132.578,116.661,96.115,91.25,75.202,68.158,63.59,59.357,57.435
selling-general-administrative-expenses,159.674,156.502,147.045,153.2101,137.295,137.303,129.808,134.794,120.71,127.249,113.326,109.908,106.055,111.652,105.214,96.549,99.772,94.394,85.86,78.527,75.224,77.446,74.212,70.361,86.427,106.521,92.879,106.337,97.684,117.514,111.146,121.881,110.654,96.663,71.523,62.478,48.855,40.915,35.552,32.574,36.572,32.526,28.52,29.48,25.43,26.448,19.932,17.279,21.416,23.322,16.537,8.323,14.773,14.37,12.879,12.811,10.738,10.814,9.627
other-operating-income-expenses,-2.959,,,,,,,,-255.34,,,,,,,,,,,,,,,,,,-412.9,,,,0.0,,-105.8,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
operating-expenses,850.495,671.333,581.627,742.3837,578.886,579.279,511.898,525.8972,904.208,491.428,443.876,419.0658,432.51,428.255,412.41,471.6391,379.842,337.24,310.494,298.1811,321.19,318.963,334.493,342.3881,345.256,367.683,766.656,367.075,337.077,429.075,347.088,339.438,443.493,280.314,233.561,232.158,223.383,201.195,182.711,180.6081,173.19,176.231,185.872,174.6739,162.237,160.89,140.411,142.74,154.809,163.816,157.439,129.187,115.416,108.948,91.843,90.15,78.689,70.917,71.006
operating-income,99.333,269.96,276.808,127.7223,205.649,172.878,128.901,125.7368,-326.043,52.707,270.842,39.6402,-18.727,3.353,-14.33,-53.704,-70.026,-171.164,-171.985,-153.6251,-142.203,-180.542,-216.042,8.7689,-123.556,-56.933,-438.288,-33.081,-1.071,-10.77,91.649,223.9019,215.707,-165.89,-159.899,-166.634,-199.588,-169.573,-160.282,-146.7191,-148.233,-157.167,-161.893,-141.8629,-130.628,-91.481,-98.736,-91.748,-113.795,-125.62,-88.629,-34.933,-62.127,-79.222,-52.756,-26.394,-42.482,-38.596,-42.4
total-non-operating-income-expense,-28.667,57.178,43.357,-95.225,-69.138,43.713,85.741,-13.295,-91.127,-17.201,-17.309,-19.334,-20.307,-21.374,-16.287,-22.344,-22.46,-19.697,-26.42,-24.969,-24.374,22.146,-15.266,-9.462,4.656,-6.578,-4.652,-3.314,-4.041,-3.635,-3.741,-13.101,-15.097,-8.98,-16.197,-13.758,-9.369,-30.433,-4.989,-11.925,-1.332,-14.13,-0.779,-0.469,0.584,0.16,2.582,5.997,6.762,7.853,7.901,7.589,10.325,1.564,1.623,-11.737,-37.096,-2.392,-2.32
pre-tax-income,70.666,327.138,320.165,32.497,136.511,216.591,214.642,112.442,-417.17,35.506,253.533,20.306,-39.034,-18.021,-30.617,-76.048,-92.486,-190.861,-198.405,-178.594,-166.577,-158.396,-231.308,-0.693,-118.9,-63.511,-442.94,-36.395,-5.112,-14.405,87.908,210.801,200.61,-174.87,-176.096,-180.392,-208.957,-200.006,-165.271,-158.644,-149.565,-171.297,-162.672,-142.3319,-130.044,-91.321,-96.154,-85.751,-107.033,-117.767,-80.728,-27.344,-51.802,-77.658,-51.133,-38.131,-79.578,-40.988,-44.72
