,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31
eps-earnings-per-share-diluted,-1.1,-1.12,-0.87,-0.66,-0.64,-0.61,-0.43,0.2,-1.37,-1.44,-1.07,0.0,-0.86,0.0
research-development-expenses,51.319,50.6984,40.4799,30.8056,29.5395,27.5376,17.4029,13.1329,9.5179,10.4221,7.2311,,6.2341,
selling-general-administrative-expenses,,,,,,,,,,,,,,
operating-expenses,69.948,63.4764,48.6506,37.1966,35.8046,33.4854,21.4381,17.9928,11.5893,12.1324,9.0525,,7.2342,
operating-income,-69.948,-63.4764,-48.6506,-37.1966,-35.8046,-33.4854,-21.4381,-17.9928,-11.5893,-12.1324,-9.0525,,-7.2342,
total-non-operating-income-expense,0.1233,-7.6137,-1.9238,0.3109,0.2587,0.1511,-0.2982,-0.2631,0.016,0.0063,0.0017,,0.0236,
pre-tax-income,,,,,,,,,,,,,,
income-after-taxes,,,,,,,,,,,,,,
income-from-continuous-operations,,,,,,,,,,,,,,
net-income,-69.8247,-71.0902,-50.5744,-36.8857,-35.5459,-33.3343,-21.7363,-18.2559,-11.5733,-12.1262,-9.0508,,-7.2106,
ebitda,-69.415,-63.3534,-48.5374,-37.1966,-35.8046,-33.4854,-21.4381,-17.9928,-11.5893,-12.1324,-9.0525,,-7.2342,
ebit,-69.948,-63.4764,-48.6506,-37.1966,-35.8046,-33.4854,-21.4381,-17.9928,-11.5893,-12.1324,-9.0525,,-7.2342,
basic-shares-outstanding,63.7527,63.264,57.897,54.396,56.2013,54.692,50.354,13.871,8.442,8.428,8.428,,8.428,
shares-outstanding,63.7527,63.264,57.897,54.396,56.2013,54.692,50.354,13.871,8.442,8.428,8.428,,8.428,
eps-basic-net-earnings-per-share,-1.1,-1.12,-0.87,-0.66,-0.64,-0.61,-0.43,0.2,-1.37,-1.44,-1.07,,-0.86,
