,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31
revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gross-profit,,,,,,,,,,,,,,,,0.0375,0.0375,,0.0375,,,,,,0.1,,,,,,,0.2,,,,,,,,0.14,,,0.075,,0.2,0.004,0.079,0.006,0.371,0.031,0.006,0.181,0.081,6.25,0.035,0.013,0.013,0.012,0.012
research-development-expenses,6.801,7.34,6.019,6.53,5.415,4.15,4.394,8.168,3.28,2.595,2.355,0.2074,0.2802,,0.5764,0.5945,0.6016,,0.2353,1.3719,2.1202,,0.9663,0.7308,0.8109,0.49,0.4929,0.59,0.51,0.64,0.54,0.75,0.63,0.6,0.8,0.79,1.53,1.04,0.56,0.46,0.57,0.74,0.54,0.57,0.5,0.55,0.47,0.39,0.35,0.36,0.31,0.23,0.3,0.41,0.34,0.4,0.41,0.27,0.36
selling-general-administrative-expenses,5.978,6.971,5.958,7.584,5.945,9.56,3.393,1.121,0.72,0.584,0.277,,0.48,,0.3316,,0.5873,,1.0272,,0.7746,,1.1626,0.8581,0.8566,0.58,0.5514,0.7,0.73,0.62,0.56,0.9,0.64,0.69,0.56,0.7,0.66,0.62,0.55,0.68,0.49,0.5,0.53,0.64,0.53,0.46,0.87,0.58,0.38,0.42,0.51,1.1,0.38,0.43,0.42,0.54,0.52,0.4,0.34
other-operating-income-expenses,,,,,,0.167,-0.761,,,,,-1.0,-1.4503,,-3.981,-2.8,,,,-8.122,-2.2908,,,,-0.1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
operating-expenses,12.779,14.311,11.977,14.114,11.36,13.543,8.548,10.579,4.0,3.179,2.632,,2.2105,,4.889,,1.1889,,1.2625,,5.1856,,2.1289,1.5889,1.8527,1.07,1.0443,1.29,1.24,1.26,1.1,1.65,1.27,1.29,1.36,1.49,2.19,6.78,4.31,2.1,1.86,1.41,1.17,1.31,1.13,0.76,1.96,1.25,0.74,0.78,0.82,1.33,0.68,0.84,0.76,0.94,0.93,0.67,0.7
operating-income,-12.779,-14.311,-11.977,-14.114,-11.36,-13.543,-8.548,-10.579,-4.0,-3.179,-2.632,-1.5075,-2.2105,,-4.889,0.0375,-1.1514,,-1.225,-10.7471,-5.1856,,-2.1289,-1.5889,-1.7527,-1.07,-1.0443,-1.29,-1.24,-1.26,-1.1,-1.45,-1.27,-1.29,-1.36,-1.49,-2.19,-6.78,-4.31,-1.96,-1.86,-1.41,-1.095,-1.31,-0.93,-0.756,-1.881,-1.244,-0.369,-0.749,-0.814,-1.149,-0.599,5.41,-0.725,-0.927,-0.917,-0.658,-0.688
total-non-operating-income-expense,-0.096,-0.138,0.06,0.209,0.199,0.137,-0.043,-0.039,-0.04,-0.699,-0.046,,0.637,,1.4099,,0.9706,,-0.0021,,0.0018,,-0.0178,-0.0307,-0.0316,-0.86,0.2077,0.03,-0.83,-0.2,0.05,-0.06,0.24,-1.45,-0.03,0.36,0.19,0.53,-0.95,0.27,1.69,-0.211,-0.219,-0.29,-0.24,-0.154,-0.14,-0.04,0.004,0.01,0.02,0.02,0.01,0.03,0.02,0.02,0.03,0.012,0.01
pre-tax-income,-12.875,-14.449,-11.917,-13.905,-11.161,-13.406,-8.591,-10.618,-4.04,-3.878,-2.678,-1.1898,-1.5736,,-3.4791,-3.8554,-0.1807,,-1.2271,,-5.1838,,-2.1468,-1.6196,-1.7843,-1.94,-0.8366,-1.27,-2.08,-1.45,-1.06,-1.52,-1.03,-2.72,-1.4,-1.13,-2.01,-6.22,-5.28,-1.7,-0.18,-1.59,-1.33,-1.62,-1.18,-0.89,-2.04,-1.29,-0.38,-0.72,-0.8,-1.13,-0.6,-0.8,-0.71,-0.91,-0.89,-0.64,-0.67
total-provision-income-taxes,,,,,,,,,,,,-0.4,-0.64,,-0.4,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,0.0
income-after-taxes,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
income-from-continuous-operations,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
net-income,-12.875,-14.449,-11.917,-14.027,-11.161,-13.406,-8.591,-13.022,-4.04,-3.878,-2.678,-0.8056,-0.9431,,-3.0886,-3.8695,-0.3291,,-1.2364,-10.7639,-5.1983,,-5.0243,-1.6403,-1.806,-1.995,-0.9867,-1.27,-2.086,-1.439,-1.061,-2.567,-1.039,-2.712,-1.405,-1.137,-2.015,-12.446,-5.284,-1.704,-0.189,-1.59,-1.331,-1.624,-1.181,-1.69,-2.04,-1.29,-0.382,-0.714,-0.801,-1.14,-0.6,-0.786,-0.717,-0.914,-0.897,-0.472,-0.679
ebitda,-12.617,-14.138,-11.744,-14.019,-11.285,-13.518,-8.527,-10.521,-3.989,-2.57,-2.603,0.0139,-2.2105,,-4.8084,0.0671,-1.1514,,-1.086,0.0401,-5.1856,,-1.89,-1.5105,-1.9679,-0.9819,-0.8424,-1.22,-1.43,-1.19,-0.92,-1.39,-1.36,-1.25,-1.26,-1.46,-12.36,-1.64,0.75,-0.97,-1.62,-1.22,-0.695,-1.18,-1.56,-0.986,-0.891,-0.934,-0.499,-0.699,-0.704,-1.146,-0.632,5.42,-0.695,-0.917,-0.947,-0.648,-0.658
ebit,-12.779,-14.311,-11.977,-14.114,-11.36,-13.543,-8.548,-10.579,-4.0,-3.179,-2.632,,-2.2105,,-4.889,,-1.1514,,-1.225,,-5.1856,,-2.1289,-1.5889,-1.7527,-1.07,-1.0443,-1.29,-1.24,-1.26,-1.1,-1.45,-1.27,-1.29,-1.36,-1.49,-2.19,-6.78,-4.31,-1.96,-1.86,-1.41,-1.095,-1.31,-0.93,-0.756,-1.881,-1.244,-0.369,-0.749,-0.814,-1.149,-0.599,5.41,-0.725,-0.927,-0.917,-0.658,-0.688
basic-shares-outstanding,39.944,36.279,35.91,32.437,35.006,31.839,27.528,4.976,4.208,4.205,4.205,1.0332,1.0249,,1.0211,1.0211,1.0003,,0.6979,0.6934,0.6923,,0.2903,0.1722,0.1154,0.0949,0.0723,0.0585,0.0537,0.0402,0.0445,0.0404,0.0396,0.0343,0.0375,0.034,0.0285,0.0156,0.0158,0.0131,0.011,0.0098,0.0095,0.0093,0.0092,0.0094,0.0085,0.0092,0.0087,0.0089,0.0087,0.0081,0.0077,0.0079,0.0077,0.0076,0.0077,0.0059,0.0069
