,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31
revenue,183.243,191.665,184.861,174.51,162.97,180.2539,163.973,154.153,144.613,156.578,144.037,131.807,130.581,134.762,130.973,120.907,112.381,117.663,114.158,111.948,108.477,92.523,95.555,84.017,85.668,79.475,80.992,75.083,75.025,78.681,83.621,74.662,77.596,78.038,76.271,67.708,67.945,66.714,70.278,65.521,66.534,64.89,67.866,61.876,69.324,67.769,69.522,62.142,57.987,58.425,60.197,52.509,52.351,52.066,54.813,48.029,47.709,47.551,47.935
cost-goods-sold,64.829,63.405,60.251,61.492,55.367,58.074,53.712,52.319,46.745,54.207,47.355,43.664,43.236,45.07,40.984,39.32,36.99,38.575,34.778,36.205,35.411,28.93,27.444,25.424,24.554,20.358,19.845,19.82,19.442,19.817,20.238,19.492,19.209,18.407,15.941,15.327,15.35,14.269,14.399,13.329,12.901,15.091,14.316,13.43,13.086,13.888,14.146,12.751,12.104,12.697,12.019,10.714,11.237,11.822,12.105,10.695,11.096,9.847,9.138
gross-profit,118.414,128.26,124.61,113.018,107.603,122.1799,110.261,101.834,97.868,102.371,96.682,88.143,87.345,89.692,89.989,81.587,75.391,79.088,79.38,75.743,73.066,63.593,68.111,58.593,61.114,59.117,61.147,55.263,55.583,58.864,63.383,55.17,58.387,59.631,60.33,52.381,52.595,52.445,55.879,52.192,53.633,49.799,53.55,48.446,56.238,53.881,55.376,49.391,45.883,45.728,48.178,41.795,41.114,40.244,42.708,37.334,36.613,37.704,38.797
research-development-expenses,16.077,16.26,15.552,15.812,14.789,13.978,13.892,13.911,13.548,13.697,13.771,13.281,12.765,11.643,11.245,10.977,11.322,10.813,10.865,10.026,9.149,7.644,7.676,7.923,7.702,7.183,7.219,7.403,7.452,7.286,7.122,6.837,6.667,6.466,6.297,6.603,6.619,6.251,6.325,6.391,6.154,5.999,5.809,5.846,5.91,5.812,5.839,5.562,5.181,5.014,5.169,5.044,4.855,4.773,4.761,4.574,4.717,4.441,4.631
selling-general-administrative-expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
operating-expenses,149.916,148.402,140.771,140.907,137.207,137.339,120.889,130.005,118.582,116.533,110.535,113.926,101.425,94.75,87.446,84.882,81.352,79.862,74.732,77.368,73.261,53.677,49.786,48.273,46.277,39.659,37.046,38.179,37.222,37.463,37.259,36.98,36.649,35.435,31.533,30.357,29.582,27.789,28.63,28.967,27.333,28.455,27.426,29.219,28.076,28.968,29.262,29.24,25.663,25.954,24.82,24.992,23.562,23.355,24.259,23.741,22.759,20.766,20.453
operating-income,33.327,43.263,44.09,33.603,25.763,42.915,43.084,24.148,26.031,40.045,33.502,17.881,29.156,40.012,43.527,36.025,31.029,37.801,39.426,34.58,35.216,38.846,45.769,35.744,39.391,39.816,43.946,36.904,37.803,41.218,46.362,37.682,40.947,42.603,44.738,37.351,38.363,38.925,41.648,36.554,39.201,36.435,40.44,32.657,41.248,38.801,40.26,32.902,32.324,32.471,35.377,27.517,28.789,28.711,30.554,24.288,24.95,26.785,27.482
total-non-operating-income-expense,-15.521,-20.478,5.787,-11.836,-8.177,13.357,-18.102,-2.417,-3.064,-2.198,-2.361,-2.693,-1.371,-2.242,-1.037,-0.651,0.818,0.441,-0.667,7.983,-0.618,0.605,0.3,0.474,0.263,0.948,0.52,0.542,0.183,-0.601,-3.157,0.191,-0.447,0.368,0.646,0.322,0.59,-0.324,-0.209,0.145,0.506,0.989,0.401,1.493,1.7,1.704,2.732,2.679,2.429,1.671,1.47,0.713,0.923,0.901,0.608,0.611,0.54,0.765,0.422
pre-tax-income,17.806,22.785,49.877,21.767,17.586,56.272,24.982,21.731,22.967,37.847,31.141,15.188,27.785,37.77,42.49,35.374,31.847,38.242,38.759,42.563,34.598,39.451,46.069,36.218,39.654,40.764,44.466,37.446,37.986,40.617,43.205,37.873,40.5,42.971,45.384,37.673,38.953,38.601,41.439,36.699,39.707,37.424,40.841,34.15,42.948,40.505,42.992,35.581,34.753,34.142,36.847,28.23,29.712,29.612,31.162,24.899,25.49,27.55,27.904
total-provision-income-taxes,3.408,6.326,5.223,4.211,0.183,14.57,5.244,-27.116,7.104,10.238,8.974,7.721,8.942,12.144,12.199,9.523,9.139,11.913,14.469,9.354,10.691,12.627,14.428,11.163,12.226,12.353,11.348,12.082,12.318,13.376,11.449,12.06,12.979,14.64,14.32,11.139,12.58,12.706,9.051,11.978,12.935,12.038,13.2,10.528,14.355,13.248,13.402,11.942,11.681,11.218,12.954,9.567,10.081,10.123,10.815,8.385,8.489,8.983,9.465
